cmp_b0001_00_00.png,0.2875,0.22875,0.75125,0.815
cmp_b0001_00_01.png,0.24375,0.21625,0.92625,0.81875
cmp_b0001_00_02.png,0.17875,0.23875,0.9175,0.82625
cmp_b0001_00_03.png,0.145,0.2425,0.78125,0.85625
cmp_b0001_00_04.png,0.21875,0.28625,0.66625,0.88875
cmp_b0001_01_00.png,0.26875,0.18,0.76625,0.72625
cmp_b0001_01_01.png,0.23625,0.17125,0.93,0.7175
cmp_b0001_01_02.png,0.1725,0.17875,0.9275,0.72375
cmp_b0001_01_03.png,0.14875,0.19,0.7775,0.7375
cmp_b0001_01_04.png,0.21625,0.21625,0.6625,0.75625
cmp_b0001_02_00.png,0.29375,0.11875,0.76375,0.84
cmp_b0001_02_01.png,0.24375,0.10125,0.935,0.8275
cmp_b0001_02_02.png,0.17625,0.09625,0.935,0.82875
cmp_b0001_02_03.png,0.15375,0.1175,0.77,0.835
cmp_b0001_02_04.png,0.20625,0.14375,0.6775,0.86
cmp_b0001_03_00.png,0.28125,0.285,0.78875,0.885
cmp_b0001_03_01.png,0.245,0.2725,0.9425,0.8725
cmp_b0001_03_02.png,0.17125,0.27,0.93625,0.86375
cmp_b0001_03_03.png,0.1575,0.25875,0.78125,0.86125
cmp_b0001_03_04.png,0.21125,0.27875,0.66375,0.8775
cmp_b0001_04_00.png,0.31625,0.3125,0.7925,0.89125
cmp_b0001_04_01.png,0.27,0.27375,0.9475,0.87875
cmp_b0001_04_02.png,0.1975,0.2525,0.94625,0.8575
cmp_b0001_04_03.png,0.15,0.265,0.77625,0.85875
cmp_b0001_04_04.png,0.21,0.27,0.67125,0.87
cmp_b0001_05_00.png,0.3375,0.2525,0.80375,0.74875
cmp_b0001_05_01.png,0.27375,0.12875,0.95125,0.875
cmp_b0001_05_02.png,0.2275,0.10375,0.93125,0.8525
cmp_b0001_05_03.png,0.1575,0.0875,0.76375,0.81875
cmp_b0001_05_04.png,0.215,0.21375,0.6525,0.65375
cmp_b0001_06_00.png,0.37125,0.1025,0.8375,0.6575
cmp_b0001_06_01.png,0.30375,0.02125,0.915,0.73625
cmp_b0001_06_02.png,0.26,0.025,0.88625,0.715
cmp_b0001_06_03.png,0.20875,0.025,0.73,0.69125
cmp_b0001_06_04.png,0.21875,0.02625,0.645,0.575
cmp_b0001_07_00.png,0.4075,0.13375,0.86375,0.95125
cmp_b0001_07_01.png,0.375,0.07375,0.9075,0.84375
cmp_b0001_07_02.png,0.34125,0.04625,0.865,0.825
cmp_b0001_07_03.png,0.25375,0.06,0.715,0.81625
cmp_b0001_07_04.png,0.2175,0.02625,0.61875,0.83375
cmp_b0001_08_00.png,0.7275,0.315,0.7275,0.315
cmp_b0001_08_01.png,0.34,0.54,0.94875,0.9925
cmp_b0001_08_02.png,0.255,0.52125,0.945,0.99125
cmp_b0001_08_03.png,0.1975,0.48875,0.75625,0.98875
cmp_b0001_08_04.png,0.35375,0.4175,0.35375,0.4175
cmp_b0001_09_00.png,0.33875,0.205,0.995,0.94125
cmp_b0001_09_01.png,0.2525,0.00625,0.95625,0.805
cmp_b0001_09_02.png,0.22875,0.0025,0.92875,0.76125
cmp_b0001_09_03.png,0.1425,0.00125,0.74625,0.775
cmp_b0001_09_04.png,0.095,0.0775,0.675,0.75875
cmp_b0002_00_00.png,0.23875,0.29,0.84125,0.73625
cmp_b0002_00_01.png,0.0625,0.26875,0.9625,0.72125
cmp_b0002_00_02.png,0.15375,0.2575,0.73875,0.69625
cmp_b0002_01_00.png,0.30375,0.17,0.75125,0.87875
cmp_b0002_01_01.png,0.2225,0.09875,0.7525,0.8725
cmp_b0002_01_02.png,0.25625,0.07375,0.61875,0.85125
cmp_b0002_02_00.png,0.33125,0.075,0.72,0.785
cmp_b0002_02_01.png,0.15625,0.07375,0.79125,0.81375
cmp_b0002_02_02.png,0.22,0.05375,0.655,0.8525
cmp_b0002_03_00.png,0.3,0.0075,0.75625,0.85
cmp_b0002_03_01.png,0.17125,0.01375,0.84375,0.85
cmp_b0002_03_02.png,0.22375,0.01125,0.66625,0.8275
cmp_b0002_04_00.png,0.30125,0.015,0.765,0.835
cmp_b0002_04_01.png,0.155,0.025,0.8425,0.82625
cmp_b0002_04_02.png,0.1775,0.01625,0.66125,0.82375
cmp_b0002_05_00.png,0.27,0.015,0.795,0.90125
cmp_b0002_05_01.png,0.11125,0.0125,0.89125,0.91125
cmp_b0002_05_02.png,0.155,0.00875,0.67125,0.91
cmp_b0002_06_00.png,0.32875,0.025,0.71125,0.695
cmp_b0002_06_01.png,0.06375,0.15375,0.91125,0.99125
cmp_b0002_06_02.png,0.2525,0.09875,0.5725,0.705
cmp_b0003_00_00.png,0.42875,0.57375,0.805,0.99125
cmp_b0003_00_01.png,0.42875,0.58,0.77875,0.9975
cmp_b0003_00_02.png,0.52,0.5675,0.82875,0.99375
cmp_b0003_00_03.png,0.15625,0.55875,0.68375,0.84875
cmp_b0003_00_04.png,0.24875,0.55875,0.86125,0.8525
cmp_b0003_00_05.png,0.34,0.585,0.79875,0.86625
cmp_b0003_00_06.png,0.3375,0.54625,0.71375,0.98875
cmp_b0003_00_07.png,0.15875,0.57875,0.80875,0.9125
cmp_b0003_00_08.png,0.56375,0.435,0.56375,0.435
cmp_b0003_01_00.png,0.37375,0.36375,0.83,0.995
cmp_b0003_01_01.png,0.44125,0.36875,0.8075,0.97625
